search URL:,https://patents.google.com/?q=mouse&q=trap&oq=mouse+trap
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
WO-03074738-A1,Oligonucleotide-tagged semiconductor nanocrystals for microarray and fluorescence in situ hybridization ,"Quantom Dot Corporation, The Government Of The United States Of America, As Represented By The Secretary, Dept. Of Health And Human Services","Michael Bittner, Edith Y. Wong, Marcel P. Bruchez, Jr.",2000-01-18,2001-01-18,2003-09-12,,https://patents.google.com/patent/WO2003074738A1/en,
WO-0188133-A2,Human semaphorin homologs and polynucleotides encoding the same ,Lexicon Genetics Incorporated,"D. Wade Walke, Xiaoming Wang, John Scoville, C. Alexander Turner, Jr.",2000-05-18,2001-05-14,2001-11-22,,https://patents.google.com/patent/WO2001088133A2/en,
US-7214545-B2,Element-coded affinity tags ,The Regents Of The University Of California,"Claude F. Meares, Paul A. Whetstone, Todd M. Corneillie, Nathaniel G. Butlin",2003-04-28,2004-04-28,2007-05-08,2007-05-08,https://patents.google.com/patent/US7214545B2/en,
WO-2009058307-A1,In vivo isotopic labeling method for quantitative glycomics ,"University Of Georgia Research Foundation, Inc.","Robert Lance Wells, Ronald C. Orlando, Stephen Dalton, Kelley W. Moremen, J. Michael Pierce, James A. Atwood, Michael Tiemeyer, William S. York",2007-10-29,2008-10-29,2009-05-07,,https://patents.google.com/patent/WO2009058307A1/en,
WO-2009070754-A1,Anti-tamper cargo container locator system ,"Karr Lawrence J, Murphy Kevin C, Derocco Paul D","Lawrence J. Karr, Kevin C. Murphy, Paul D. Derocco",2007-11-26,2008-11-26,2009-06-04,,https://patents.google.com/patent/WO2009070754A1/en,
CN-101426898-A,Integrated screening and confirmation device ,拉敏纳股权公司,R·吉尔吉斯,2006-03-31,2007-03-30,2009-05-06,,https://patents.google.com/patent/CN101426898A/en,
AU-728541-B2,Novel hedgehog-derived polypeptides ,"Johns Hopkins University School Of Medicine, The","Philip A Beachy, Jeffrey A Porter",1996-10-07,1997-10-07,2001-01-11,2001-01-11,https://patents.google.com/patent/AU728541B2/en,
US-2007199074-A1,Systems and methods for preventing unauthorized use of digital content ,Ecd Systems,"Richard LeVine, Andrew Lee, Daniel Howard, Daniel Goldman, John Hart",2000-09-22,2007-04-24,2007-08-23,,https://patents.google.com/patent/US20070199074A1/en,https://patentimages.storage.googleapis.com/04/ef/4c/90800e6389cfe7/US20070199074A1-20070823-D00000.png
JP-2002518441-A,Compositions useful in the therapeutic methods and this method of treatment using a disulfide derivative of dithiocarbamate ,メデイノックス，インコーポレイテッド,"バシレブ、バシル, −  サン ライ、チン",1998-06-23,1999-06-22,2002-06-25,,https://patents.google.com/patent/JP2002518441A/en,
CA-2104421-A1,Computer management system and associated management information base ,"Scott C. Farrand, Jonathan R. Didner, Daniel J. Mazina, Jeffrey S. Autor, Paul J. Muraski, Gregory M. Stewart, John A. Dysart, Compaq Computer Corporation","Scott C. Farrand, Jonathan R. Didner, Daniel J. Mazina, Jeffrey S. Autor, Paul J. Muraski, Gregory M. Stewart, John A. Dysart",1992-08-21,1993-08-19,1994-02-22,,https://patents.google.com/patent/CA2104421A1/en,
US-7977452-B2,Janus dendrimers and dendrons ,"Dendritic Nanotechnologies, Inc.","Donald A. Tomalia, Veera Reddy Pulgam, Douglas R. Swanson, Boahua Huang",2005-03-28,2006-03-27,2011-07-12,2011-07-12,https://patents.google.com/patent/US7977452B2/en,https://patentimages.storage.googleapis.com/70/25/a2/c16daaab2cf3f5/US07977452-20110712-D00001.png
EA-019476-B1,ANTI-IL-23p19 ANTIBODIES AND USE THEREOF ,"Сентокор, Инк.","Жаклин Бенсон, Джилл Картон, Марк Каннингхэм, Евгения И. Орловски, Роберт Раухенбергер, Рэймонд Свит",2005-12-29,2006-12-28,2014-04-30,,https://patents.google.com/patent/EA019476B1/en,
KR-20110025975-A,"Superparamagnetic nanoparticles for removal of cells, pathogens or viruses ",조지아 테크 리서치 코오포레이션,"에른 베스 디커슨, 존 프란시스 맥도날드, 케네스 에드워드 스카베리, 종주 존 장",2008-06-17,2009-06-17,2011-03-14,,https://patents.google.com/patent/KR20110025975A/en,https://patentimages.storage.googleapis.com/15/e5/58/c1c45f71d17a63/pct00003.png
US-2011052592-A1,Compositions and Methods for Use for Antibodies Against Sclerostin ,"Michaela Kneissel, Christine Halleux, Shou-Ih Hu, Beate Diefenbach-Streiber, Josef Prassler","Michaela Kneissel, Christine Halleux, Shou-Ih Hu, Beate Diefenbach-Streiber, Josef Prassler",2007-10-12,2010-11-11,2011-03-03,,https://patents.google.com/patent/US20110052592A1/en,https://patentimages.storage.googleapis.com/0b/68/89/7602c4a8a02e83/US20110052592A1-20110303-D00000.png
WO-9406013-A1,Analyte detection device including hydrophobic means for improved fluid flow ,"Pacific Biotech, Inc.","Hsin Ming Yang, Michael Newton, Ping Liu",1992-09-08,1993-09-03,1994-03-17,,https://patents.google.com/patent/WO1994006013A1/en,
JP-2009514882-A,"Pyrrolo [2,1-f] [1,2,4] triazin-4-ylamine IGF-1R kinase inhibitors for the treatment of cancer and other hyperproliferative diseases ",バイエル・ヘルスケア・アクチェンゲゼルシャフトＢａｙｅｒ  ＨｅａｌｔｈＣａｒｅ  ＡＧ,"アンドレア・マックルアー, イン・シホン, ウェンディ・リー, カイル・パーセラ, クリスティアナ・イウアグウ, ジェニファー・バーク, ジャック・デュマ, ジュリー・ディクソン, スティーブン・ジェイ・オコナー, タチアナ・シェルキン, デイビッド・ガン, デイビッド・カンティン, デレク・ロウ, バートン・フィリップス, フラヒ・アチェベ, フレデリック・エルゴット, マ・シン, マリオ・ロベル, ワン・ガン",2005-11-02,2006-11-02,2009-04-09,,https://patents.google.com/patent/JP2009514882A/en,
KR-101367646-B1,Inhibitors of c-fms kinase ,얀센 파마슈티카 엔.브이.,"칼 알. 아일리그, 쉘리 케이. 발렌타인, 진솅 첸, 레니 루이스 데스자르라이스, 사나쓰 케이. 미갈라, 브루스 이. 톰크주크, 마크 월, 케네쓰 윌슨",2006-04-20,2007-04-18,2014-02-27,2014-02-27,https://patents.google.com/patent/KR101367646B1/en,
US-2004014083-A1,Detection of heteroduplex polynucleotides using mutant nucleic acid repair enzymes with attenuated catalytic activity ,"Chong-Sheng Yuan, Abhijit Datta","Chong-Sheng Yuan, Abhijit Datta",2000-02-25,2003-02-24,2004-01-22,,https://patents.google.com/patent/US20040014083A1/en,https://patentimages.storage.googleapis.com/28/fe/fa/820173b7ef2886/US20040014083A1-20040122-D00001.png
CN-102076355-A,Dual varistructure domain immunoglobulins and uses thereof ,雅培制药有限公司,"A·菲利普斯, E·B·雷利, G·A·金斯伯里, H·赢, J·刘, J·王, R·L·贝尔, S·E·摩根-拉普, S·M·诺维尔, T·加于尔, Y·李",2008-04-29,2009-04-28,2011-05-25,,https://patents.google.com/patent/CN102076355A/en,
WO-0173059-A2,38692 and 21117: dual specificity phosphatase molecules and uses therefor ,"Millennium Pharmaceuticals, Inc.",Rachel E. Meyers,2000-03-24,2001-03-23,2001-10-04,,https://patents.google.com/patent/WO2001073059A2/en,
AU-2017200612-B2,Methods for treating fatty liver disease ,Acceleron Pharma Inc.,"Alan Koncarevic, Jennifer Lachey, Jasbir Seehra, Matthew L. Sherman",2009-11-03,2017-01-31,2019-04-18,2019-04-18,https://patents.google.com/patent/AU2017200612B2/en,
WO-9932463-A1,INHIBITION OF p38 KINASE USING SYMMETRICAL AND UNSYMMETRICAL DIPHENYL UREAS ,Bayer Corporation,"Scott Miller, Martin Osterhout, Jacques Dumas, Uday Khire, Timothy Bruno Lowinger, Bernd Riedl, William J. Scott, Roger A. Smith, Jill E. Wood, David Gunn, Holia Hatoum-Mokdad, Mareli Rodriguez, Robert Sibley, Ming Wang",1997-12-22,1998-12-22,1999-07-01,,https://patents.google.com/patent/WO1999032463A1/en,
EP-0161546-B1,Combination of 2-substituted carbapenems with dipeptidase inhibitors ,"Merck &amp; Co., Inc.","Frederick M. Kahan, Helmut Kropp",1984-04-30,1985-04-23,1989-12-13,1989-12-13,https://patents.google.com/patent/EP0161546B1/en,
EP-1290160-B1,Human pellino polypeptides ,Immunex Corporation,"Timothy A. Bird, David J. Cosman",2000-04-28,2001-04-27,2006-03-29,2006-03-29,https://patents.google.com/patent/EP1290160B1/en,
ES-2675035-T3,Injector and assembly method ,"Amgen, Inc","Francisca Tan-Malecki, Ron FORSTER, Scott NUNN, Mark D. Holt, Son Tran, Sheldon Moberg",2011-10-14,2012-10-11,2018-07-05,2018-07-05,https://patents.google.com/patent/ES2675035T3/en,
CN-100388263-C,Microcomputer bridge architecture with an embedded microcontroller ,先进微装置公司,D·E·古利克,2001-11-01,2002-09-12,2008-05-14,2008-05-14,https://patents.google.com/patent/CN100388263C/en,
US-9256552-B2,Selective access to executable memory ,"Cisco Technology, Inc.",Joe Epstein,2011-11-21,2012-11-21,2016-02-09,2016-02-09,https://patents.google.com/patent/US9256552B2/en,https://patentimages.storage.googleapis.com/a3/22/4f/bedcdd82a09fc8/US09256552-20160209-D00000.png
US-2014154703-A1,Circulating tumor cell capture on a microfluidic chip incorporating both affinity and size ,"Alison Skelley, Denis Smirnov, Yi Dong, Keith D. Merdek, Kam Sprott, Walter Carney, Chunsheng Jiang, Richard Huang, Ioana Lupascu","Alison Skelley, Denis Smirnov, Yi Dong, Keith D. Merdek, Kam Sprott, Walter Carney, Chunsheng Jiang, Richard Huang, Ioana Lupascu",2011-01-06,2012-01-06,2014-06-05,,https://patents.google.com/patent/US20140154703A1/en,https://patentimages.storage.googleapis.com/06/62/b6/29b9a4deeb672c/US20140154703A1-20140605-D00000.png
EP-1243274-A2,"Methods for inhibiting cancer growth, reducing infection and promoting general health with a fermented soy extract ",Microbio Co. Ltd,Kung-Ming Lu,2001-03-21,2001-04-04,2002-09-25,,https://patents.google.com/patent/EP1243274A2/en,https://patentimages.storage.googleapis.com/94/a6/02/199bb7e485924c/00330001.png
CN-108486086-A,"Dextranase, encode they nucleic acid and preparation and use their method ",维莱尼姆公司,"B·斯蒂尔, W·卡伦, S·希利, D·普利安",2003-07-02,2004-07-02,2018-09-04,,https://patents.google.com/patent/CN108486086A/en,
CN-1681498-A,Diaryl ethers as opioid receptor antagonist ,伊莱利利公司,"M·-J·布兰科-皮拉多, M·D·查佩尔, M·G·德拉托雷, N·迪亚斯布埃佐, J·E·弗里茨, W·G·霍罗维, J·E·小马特, C·H·米奇, C·佩德雷加尔－特尔切罗, S·J·奎姆拜, M·G·西格尔, D·R·史密斯, R·D·斯图基, 竹内久美子, E·M·托马斯, C·N·沃尔夫",2002-09-19,2003-09-17,2005-10-12,,https://patents.google.com/patent/CN1681498A/en,
EP-2561078-B1,NOVEL STRUCTURALLY DESIGNED shRNAs ,Cold Spring Harbor Laboratory,"Gregory J. Hannon, Sihem Cheloufi",2010-04-23,2011-04-22,2018-09-19,2018-09-19,https://patents.google.com/patent/EP2561078B1/en,https://patentimages.storage.googleapis.com/b2/6f/c9/e49a34161bbc2f/imgf0001.png
US-2011081362-A1,Treatment of cancer ,"The Brigham And Women's Hospital, Inc.","Stephen J. Elledge, Ji Luo, Michael Schlabach, Nicole Solimini",2008-01-31,2009-02-02,2011-04-07,,https://patents.google.com/patent/US20110081362A1/en,https://patentimages.storage.googleapis.com/62/f0/23/2711d7b4f87aa9/US20110081362A1-20110407-D00001.png
US-8554350-B2,"Device and method to reduce ear wax clogging of acoustic ports, hearing aid sealing system, and feedback reduction system ",Personics Holdings Inc.,"John P. Keady, Gary Hoshizaki, John G. Casali",2008-10-15,2009-10-15,2013-10-08,2013-10-08,https://patents.google.com/patent/US8554350B2/en,https://patentimages.storage.googleapis.com/c6/bb/45/f3505733a9dd31/US08554350-20131008-D00000.png
WO-0078057-A1,"Secure, accountable, modular and programmable software trac ","Kline & Walker, Llc",Richard C. Walker,1999-06-15,2000-06-15,2000-12-21,,https://patents.google.com/patent/WO2000078057A1/en,
KR-20070046183-A,Therapeutic combinations comprising poly(adp-ribose) polymerases inhibitor ,"캔써 리서치 테크놀로지 리미티드, 화이자 인코포레이티드","데이비드 리차드 뉴웰, 모하메드 라자 듀지, 스티븐 데이비드 레이치, 테오도르 제임스 보리츠키, 헤이디 마리 스테인펠트, 이안 제이 스트라트포드, 카예 제닌 윌리암스, 크리스토퍼 존스, 론다 카우프만, 알랜 힐러리 칼베르트, 니콜라 제인 커틴, 카렌 제이 클라메루스, 휴 데이비드 토마스, 엘리자베쓰 루쓰 플럼머, 즈데넥 호스톰스키",2004-09-22,2005-09-09,2007-05-02,,https://patents.google.com/patent/KR20070046183A/en,https://patentimages.storage.googleapis.com/e7/20/57/4cdf21f4c6d91e/112007022528268-PCT00053.png
US-7216092-B1,Intelligent personalization system and method ,Deluxe Corporation,"Richard C. Weber, Kevin D. Malone, Krishna Narayan, Anthony F. Novalany, David M. Belseth, John J. Herlihy, Fred H. Squires, Michael N. Sax, Robert W. Walsh",2000-04-14,2000-04-14,2007-05-08,2007-05-08,https://patents.google.com/patent/US7216092B1/en,https://patentimages.storage.googleapis.com/US7216092B1/US07216092-20070508-D00000.png
JP-2010279389-A,Binding construct and method for use thereof ,"Trubion Pharmaceuticals Inc, トルビオン・ファーマシューティカルズ・インコーポレイテッドＴｒｕｂｉｏｎ  Ｐｈａｒｍａｃｅｕｔｉｃａｌｓ，  Ｉｎｃ．","Martha S Hayden-Ledbetter, Jeffrey A Ledbetter, Peter A Thompson, エー．  レッドベター ジェフリー, エー．  トンプスン ピーター, エス．  ハイデン−レッドベター マーシャ",2003-07-26,2010-09-10,2010-12-16,,https://patents.google.com/patent/JP2010279389A/en,https://patentimages.storage.googleapis.com/fb/3c/46/afa484cf352c17/2010279389-247.png
US-8871262-B2,Compositions and methods for treatment of osteoporosis and other indications ,"Transdermal Biotechnology, Inc.",Nicholas V. Perricone,2012-09-19,2013-03-13,2014-10-28,2014-10-28,https://patents.google.com/patent/US8871262B2/en,https://patentimages.storage.googleapis.com/6e/50/84/6efa460560f91e/US08871262-20141028-D00001.png
ES-2353490-T3,Stimulation factors of dopaminergical neuronal survival and its uses. ,"Amarantus Therapeutics, Inc., Cns Protein Therapeutics, Inc.","John W. Commissiong, Andrei A. Raibekas",2001-03-20,2002-03-20,2011-03-02,2011-03-02,https://patents.google.com/patent/ES2353490T3/en,
EP-1975620-A2,Three hybrid assay system ,"GPC Biotech AG, GPC Biotech Inc.","Frank Becker, John H. Come, Nikolai A. Kley, Christoph Reichel",2001-03-02,2002-03-04,2008-10-01,,https://patents.google.com/patent/EP1975620A2/en,https://patentimages.storage.googleapis.com/67/f7/0c/1c096bd4aead23/imgf0001.png
RU-2670488-C2,Novel cell-penetrating peptides ,"Юниверсите Де Женев, Лез Опито Юниверситер Де Женев","Мадиа ДЕРУАЗИ, Пол УОЛКЕР, Пьер-Ив ДИТРИХ",2012-09-13,2013-09-12,2018-10-23,2018-10-23,https://patents.google.com/patent/RU2670488C2/en,https://patentimages.storage.googleapis.com/dd/91/d4/173a5973e41918/00000030.png
TW-I477300-B,Methods for producing a photoreactive change in a medium to be treated ,"Immunolight Llc, Univ Duke","Frederic A Bourke Jr, Tuan Vo-Dinh",2008-03-11,2009-03-11,2015-03-21,2015-03-21,https://patents.google.com/patent/TWI477300B/en,
AU-734871-B2,"New guanidine derivatives, methods of preparing them, and their use as drugs ",Biosphings Ag,"Eberhard Amtmann, Norbert Frank, Gerhard Sauer, Gerhard Schilling",1996-05-24,1997-05-23,2001-06-21,2001-06-21,https://patents.google.com/patent/AU734871B2/en,
US-2011045533-A1,Production of glycosylated polypeptides in micro algae ,Universite De Rouen,"Jean-Paul Cadoret, Aude Carlier, Patrice Lerouge, Muriel Bardor, Carole Burel, Florian Maury",2008-02-12,2009-02-12,2011-02-24,,https://patents.google.com/patent/US20110045533A1/en,https://patentimages.storage.googleapis.com/3c/69/2b/508bda46ea21dc/US20110045533A1-20110224-D00001.png
CA-2545867-A1,Anti-il-20 antibodies and binding partners and methods of using in inflammation ,"Zymogenetics, Inc., Wenfeng Xu, Wayne R. Kindsvogel, Zhi Chen, Steven D. Hughes, Yasmin A. Chandrasekher, Stacey R. Dillon, Joyce M. Lehner, Anthony W. Siadak, Pallavur V. Sivakumar, Margaret D. Moore","Wenfeng Xu, Wayne R. Kindsvogel, Zhi Chen, Steven D. Hughes, Yasmin A. Chandrasekher, Stacey R. Dillon, Joyce M. Lehner, Anthony W. Siadak, Pallavur V. Sivakumar, Margaret D. Moore",2003-11-21,2004-11-19,2005-06-09,,https://patents.google.com/patent/CA2545867A1/en,
EP-2272946-A2,Minicell compositions and methods ,Vaxiion Therapeutics Inc,"Neil Berkley, Matthew Giacolone, Roger A. Sabbadini, Mark Surber",2002-02-25,2002-05-28,2011-01-12,,https://patents.google.com/patent/EP2272946A2/en,https://patentimages.storage.googleapis.com/84/42/a7/d8e49e15d661d1/imgf0001.png
